-0.532096	-0.327703
-0.439189	-0.570947
-0.506758	-0.0135133
-0.339525	-0.662162
-0.246621	-0.407096
-0.817567	-0.420609
-0.216216	-0.567568
-0.336148	-0.0743237
-0.672297	-0.690878
-0.130067	-0.285473
-0.0675675	-0.445946
0.0743246	-0.341215
0.0506748	-0.564189
0.22804	-0.211148
0.165541	0.0540536
0.0101352	-0.0168923
-0.20946	0.0591217
-0.581082	-0.177365
-0.43581	0.341216
0.101351	0.380067
0.275338	-0.00844586
0.371621	-0.577702
0.160473	-0.712837
-0.125	-0.734798
0.229731	-0.43919
0.412163	-0.307432
0.317568	0.170608
-0.287162	0.523649
-0.810809	0.263513
-0.717906	0.0878375
-0.682432	0.538852
0.0472973	0.652025
-0.501691	0.635135
0.233108	0.49831
-0.035473	0.488176
0.295609	0.329391
0.452703	0.0168919
0.0945941	0.192568
0.35304	-0.72804
0.393581	-0.157095
0.484797	-0.486486
0.574325	-0.177365
0.679053	-0.56588
0.54223	-0.704393
0.697637	-0.346283
-0.72804	-0.239864
-0.876688	-0.216217
-0.788851	-0.597973
-0.503378	-0.474663
-0.523649	-0.743242
0.472974	0.266893
0.390203	0.567568
0.266892	0.736487
-0.322634	-0.249999
0.0101351	-0.195946
0.430744	0.405406
0.611487	0.368244
0.601351	0.125
0.611487	0.554053
0.0844591	0.804056
0.5	0.722973
-0.246622	0.682432
-0.657095	0.709459
-0.503379	0.496622
-0.684121	0.349662
0.670608	0.741554
-0.527027	0.219594
-0.04223	0.315878
-0.285473	0.326015
-0.347972	0.14527
-0.150338	-0.130067
-0.0625001	0.143581
0.66385	-0.0287159
0.702703	-0.70777
-0.836149	-0.744933
